question_id,bundle_id,explanation_id,correct_answer,part,tags,deployed_at
q5946,b4478,e4478,c,5,80,2019-06-24 09:05:29.557
q5947,b4479,e4479,a,5,84,2019-06-24 09:05:31.431
q5948,b4480,e4480,a,5,84,2019-06-24 09:05:33.235
q5949,b4481,e4481,a,5,84,2019-06-24 09:05:35.077
q5950,b4482,e4482,d,5,80,2019-06-24 09:05:36.955
q5951,b4483,e4483,b,5,80,2019-06-24 09:05:39.085
q5952,b4484,e4484,a,5,80,2019-06-24 09:05:41.222
q5953,b4485,e4485,a,5,80,2019-06-24 09:05:43.153
q5954,b4486,e4486,a,5,80,2019-06-24 09:05:45.633
q5955,b4487,e4487,b,5,80,2019-06-24 09:05:47.710
q5956,b4488,e4488,b,5,84,2019-06-24 09:05:50.070
q5957,b4489,e4489,c,5,84,2019-06-24 09:05:52.138
q5958,b4490,e4490,a,5,84,2019-06-24 09:05:54.154
q5959,b4491,e4491,b,5,98,2019-06-24 09:05:56.237
q5960,b4492,e4492,c,5,104,2019-06-24 09:05:58.280
q5961,b4493,e4493,a,5,84,2019-06-24 09:06:00.264
q5962,b4494,e4494,c,5,98,2019-06-24 09:06:02.133
q5963,b4495,e4495,a,5,84,1969-12-31 23:59:59.999
q5964,b4496,e4496,a,5,84,2019-06-24 09:06:04.153
q5965,b4497,e4497,b,5,80,2019-06-24 09:06:06.165
q5966,b4498,e4498,d,5,98,2019-06-24 09:06:08.140
q5967,b4499,e4499,b,5,84,2019-06-24 09:06:10.262
q5968,b4500,e4500,b,5,84,2019-06-24 09:06:12.424
q5969,b4501,e4501,a,5,84,2019-06-24 09:06:14.310
q5970,b4502,e4502,a,5,80,2019-06-24 09:06:16.312
q5971,b4503,e4503,a,5,84,2019-06-24 09:06:18.571
q5972,b4504,e4504,c,5,80,2019-06-24 09:06:20.760
q5973,b4505,e4505,b,5,84,2019-06-24 09:06:22.849
q5974,b4506,e4506,c,5,84,2019-06-24 09:06:24.824
q5975,b4507,e4507,b,5,84,2019-06-24 09:06:26.914
q5976,b4508,e4508,a,5,84,2019-06-24 09:06:28.895
q5977,b4509,e4509,a,5,80,2019-06-24 09:06:30.805
q5978,b4510,e4510,b,5,80,2019-06-24 09:06:32.772
q5979,b4511,e4511,a,5,80,2019-06-24 09:06:34.971
q5980,b4512,e4512,c,5,98,2019-06-24 09:06:36.942
q5981,b4513,e4513,c,5,98,1969-12-31 23:59:59.999
q5982,b4514,e4514,a,5,98,2019-06-24 09:06:38.796
q5983,b4515,e4515,b,5,98,2019-06-24 09:06:40.712
q5984,b4516,e4516,d,5,98,2019-06-24 09:06:42.509
q5985,b4517,e4517,b,5,98,2019-06-24 09:06:44.754
q5986,b4518,e4518,b,5,98,2019-06-24 09:06:46.798
q5987,b4519,e4519,a,5,104,2019-06-24 09:06:48.799
q5988,b4520,e4520,a,5,84,2019-06-24 09:06:50.974
q5989,b4521,e4521,a,5,84,2019-06-24 09:06:53.232
q5990,b4522,e4522,a,5,98,2019-06-24 09:06:55.561
q5991,b4523,e4523,a,5,80,2019-06-24 09:06:57.738
q5992,b4524,e4524,a,5,119,2019-06-24 09:07:00.011
q5993,b4525,e4525,a,5,98,2019-06-24 09:07:02.037
q5994,b4526,e4526,a,5,98,2019-06-24 09:07:04.153
q5995,b4527,e4527,a,5,84,2019-06-24 09:07:05.938
q5996,b4528,e4528,a,5,104,2019-06-24 09:07:08.192
q5997,b4529,e4529,a,5,98,2019-06-24 09:07:10.358
q5998,b4530,e4530,a,5,84,2019-06-24 09:07:12.293
q5999,b4531,e4531,a,5,98,2019-06-24 09:07:14.169
q6000,b4532,e4532,a,5,98,2019-06-24 09:07:16.009
q6001,b4533,e4533,a,5,84,2019-06-24 09:07:18.033
q6002,b4534,e4534,a,5,84,2019-06-24 09:07:20.547
q6003,b4535,e4535,a,5,98,2019-06-24 09:07:22.986
q6004,b4536,e4536,a,5,98,2019-06-24 09:07:25.448
q6005,b4537,e4537,a,5,84,1969-12-31 23:59:59.999
q6006,b4538,e4538,a,5,98,2019-06-24 09:07:27.759
q6007,b4539,e4539,a,5,84,2019-06-24 09:07:29.789
q6008,b4540,e4540,a,5,98,2019-06-24 09:07:32.203
q6009,b4541,e4541,a,5,98,2019-06-24 09:07:34.436
q6010,b4542,e4542,a,5,104,2019-06-24 09:07:36.581
q6011,b4543,e4543,a,5,98,2019-06-24 09:07:38.878
q6012,b4544,e4544,a,5,98,2019-06-24 09:07:41.377
q6013,b4545,e4545,a,5,104,2019-06-24 09:07:43.598
q6014,b4546,e4546,a,5,80,2019-06-24 09:07:46.217
q6015,b4547,e4547,a,5,98,2019-06-24 09:07:48.634
q6016,b4548,e4548,a,5,98,2019-06-24 09:07:50.938
q6017,b4549,e4549,c,5,96,2019-09-16 12:10:02.178
q6018,b4550,e4550,c,5,86,2019-09-16 12:10:05.364
q6019,b4551,e4551,c,5,86,2019-09-16 12:10:08.581
q6020,b4552,e4552,d,5,96,2019-09-16 12:10:11.764
q6021,b4553,e4553,a,5,82,2019-09-16 12:10:15.049
q6022,b4554,e4554,b,5,96,2019-09-16 12:10:18.262
q6023,b4555,e4555,c,5,86,2019-09-16 12:10:21.518
q6024,b4556,e4556,a,5,103,2019-09-16 12:10:24.727
q6025,b4557,e4557,b,5,82,2019-09-16 12:10:28.007
q6026,b4558,e4558,a,5,96,2019-09-16 12:10:31.256
q6027,b4559,e4559,c,5,86,2019-09-16 12:10:34.307
q6028,b4560,e4560,d,5,96,2019-06-24 09:24:53.241
q6029,b4561,e4561,c,5,103,2019-09-16 12:10:37.480
q6030,b4562,e4562,a,5,103,2019-09-16 12:10:40.646
q6031,b4563,e4563,d,5,82,2019-09-16 12:10:44.227
q6032,b4564,e4564,b,5,77,2019-09-16 12:10:47.590
q6033,b4565,e4565,d,5,106,2019-09-16 12:10:50.744
q6034,b4566,e4566,b,5,106,2019-09-16 12:10:54.098
q6035,b4567,e4567,b,5,106,2019-09-16 12:10:57.249
q6036,b4568,e4568,c,5,103,1969-12-31 23:59:59.999
q6037,b4569,e4569,c,5,82,2019-09-16 12:11:00.543
q6038,b4570,e4570,d,5,103,2019-09-16 12:11:03.913
q6039,b4571,e4571,b,5,106,2019-09-16 12:11:07.297
q6040,b4572,e4572,c,5,72,2019-09-16 12:11:10.517
q6041,b4573,e4573,a,5,86,2019-09-16 12:11:13.985
q6042,b4574,e4574,b,5,106,2019-09-16 12:11:17.025
q6043,b4575,e4575,c,5,103,2019-09-16 12:11:20.362
q6044,b4576,e4576,d,5,103,2019-09-16 12:11:23.702
q6045,b4577,e4577,d,5,103,2019-09-16 12:11:27.107
q6046,b4578,e4578,b,5,86,2019-09-16 12:11:30.369
q6047,b4579,e4579,d,5,96,2019-09-16 12:11:33.289
q6048,b4580,e4580,a,5,103,2019-09-16 12:11:36.658
q6049,b4581,e4581,b,5,103,2019-09-16 12:11:39.848
q6050,b4582,e4582,a,5,103,2019-09-16 12:11:43.310
q6051,b4583,e4583,a,5,103,1969-12-31 23:59:59.999
q6052,b4584,e4584,b,5,82,2019-09-16 12:11:46.693
q6053,b4585,e4585,b,5,103,2019-09-16 12:11:49.928
q6054,b4586,e4586,c,5,82,2019-09-16 12:11:53.581
q6055,b4587,e4587,b,5,121,2019-09-16 12:11:56.616
q6056,b4588,e4588,b,5,90,2019-09-16 12:11:59.700
q6057,b4589,e4589,c,5,121,2019-09-16 12:12:02.780
q6058,b4590,e4590,b,5,87,2019-09-16 12:12:06.036
q6059,b4591,e4591,d,5,120,2019-09-16 12:12:09.536
q6060,b4592,e4592,c,5,122,2019-09-16 12:12:12.939
q6061,b4593,e4593,b,5,120,2019-09-16 12:12:15.901
q6062,b4594,e4594,d,5,95,2019-09-16 12:12:19.264
q6063,b4595,e4595,d,5,73,2019-09-16 12:12:22.423
q6064,b4596,e4596,d,5,120,2019-09-16 12:12:26.256
q6065,b4597,e4597,a,5,73,1969-12-31 23:59:59.999
q6066,b4598,e4598,d,5,90,2019-09-16 12:12:29.454
q6067,b4599,e4599,a,5,119,2019-09-16 12:12:34.577
q6068,b4600,e4600,a,5,87,2019-09-16 12:12:37.686
q6069,b4601,e4601,a,5,87,2019-09-16 12:12:41.341
q6070,b4602,e4602,d,5,119,2019-09-16 12:12:44.745
q6071,b4603,e4603,b,5,126,2019-09-16 12:12:48.532
q6072,b4604,e4604,d,5,95,2019-09-16 12:12:52.219
q6073,b4605,e4605,b,5,123,2019-09-16 12:12:55.706
q6074,b4606,e4606,a,5,125,2019-09-16 12:12:58.848
q6075,b4607,e4607,a,5,90,2019-09-16 12:13:02.476
q6076,b4608,e4608,b,5,73,2019-09-16 12:13:06.084
q6077,b4609,e4609,a,5,119,2019-08-09 07:55:11.640
q6078,b4610,e4610,c,5,87,1969-12-31 23:59:59.999
q6079,b4611,e4611,d,5,119,2019-08-09 07:55:13.357
q6080,b4612,e4612,a,5,119,2019-08-09 07:55:15.261
q6081,b4613,e4613,c,5,120,2019-08-09 07:55:17.301
q6082,b4614,e4614,b,5,120,2019-08-09 07:55:19.304
q6083,b4615,e4615,a,5,119,1969-12-31 23:59:59.999
q6084,b4616,e4616,c,5,119,2019-08-09 07:55:21.104
q6085,b4617,e4617,c,5,120,2019-08-09 07:55:22.735
q6086,b4618,e4618,d,5,119,2019-08-09 07:55:24.546
q6087,b4619,e4619,a,5,87,2019-08-09 07:55:26.418
q6088,b4620,e4620,b,5,119,2019-08-09 07:55:28.323
q6089,b4621,e4621,b,5,119,2019-08-09 07:55:30.114
q6090,b4622,e4622,c,5,119,1969-12-31 23:59:59.999
q6091,b4623,e4623,c,5,87,2019-08-09 07:55:32.027
q6092,b4624,e4624,c,5,119,2019-08-09 07:55:34.054
q6093,b4625,e4625,b,5,119,2019-08-09 07:55:35.922
q6094,b4626,e4626,b,5,119,2019-08-09 07:55:37.821
q6095,b4627,e4627,c,5,119,2019-08-09 07:55:39.680
q6096,b4628,e4628,c,5,119,2019-08-09 07:55:41.750
q6097,b4629,e4629,a,5,121,2019-08-09 07:55:43.641
q6098,b4630,e4630,b,5,120,2019-08-09 07:55:45.457
q6099,b4631,e4631,a,5,120,2019-08-09 07:55:47.234
q6100,b4632,e4632,d,5,95,2019-08-09 07:55:49.174
q6101,b4633,e4633,c,5,120,2019-08-09 07:55:50.990
q6102,b4634,e4634,d,5,87,2019-08-09 07:55:52.845
q6103,b4635,e4635,d,5,121,2019-08-09 07:55:54.621
q6104,b4636,e4636,b,5,119,2019-08-09 07:55:56.373
q6105,b4637,e4637,c,5,119,2019-08-09 07:55:58.319
q6106,b4638,e4638,d,5,90,2019-08-09 07:55:59.975
q6107,b4639,e4639,a,5,119,2019-08-09 07:56:01.840
q6108,b4640,e4640,c,5,119,2019-08-09 07:56:03.721
q6109,b4641,e4641,d,5,119,2019-08-09 07:56:05.886
q6110,b4642,e4642,b,5,87,2019-08-09 07:56:07.929
q6111,b4643,e4643,b,5,121,2019-08-09 07:56:09.712
q6112,b4644,e4644,a,5,87,2019-08-09 07:56:11.403
q6113,b4645,e4645,c,5,119,2019-08-09 07:56:13.221
q6114,b4646,e4646,c,5,87,2019-08-09 07:56:14.994
q6115,b4647,e4647,c,5,120,2019-08-09 07:56:16.905
q6116,b4648,e4648,a,5,119,2019-08-09 07:56:18.812
q6117,b4649,e4649,d,5,119,2019-08-09 07:56:20.545
q6118,b4650,e4650,c,5,87,2019-08-09 07:56:22.310
q6119,b4651,e4651,c,5,119,2019-08-09 07:56:24.025
q6120,b4652,e4652,c,5,122,2019-08-09 07:56:25.913
q6121,b4653,e4653,d,5,87,2019-08-09 07:56:27.830
q6122,b4654,e4654,c,5,72,1969-12-31 23:59:59.999
q6123,b4655,e4655,b,5,119,2019-08-09 07:56:29.737
q6124,b4656,e4656,b,5,119,2019-08-09 07:56:31.513
q6125,b4657,e4657,a,5,119,2019-08-09 07:56:33.284
q6126,b4658,e4658,a,5,90,2019-08-09 07:56:34.995
q6127,b4659,e4659,a,5,73,2019-08-09 07:56:36.843
q6128,b4660,e4660,d,5,72,1969-12-31 23:59:59.999
q6129,b4661,e4661,c,5,119,2019-08-09 07:56:38.816
q6130,b4662,e4662,a,5,95,1969-12-31 23:59:59.999
q6131,b4663,e4663,c,5,90,2019-08-09 07:56:40.504
q6132,b4664,e4664,d,5,119,2019-08-09 07:56:42.215
q6133,b4665,e4665,a,5,119,2019-08-09 07:56:44.017
q6134,b4666,e4666,a,5,119,2019-08-09 07:56:45.853
q6135,b4667,e4667,c,5,120,1969-12-31 23:59:59.999
q6136,b4668,e4668,c,5,87,2019-08-09 07:56:47.524
q6137,b4669,e4669,a,5,119,2019-08-09 07:56:49.460
q6138,b4670,e4670,d,5,120,2019-08-09 07:56:51.220
q6139,b4671,e4671,b,5,95,2019-08-09 07:56:53.118
q6140,b4672,e4672,a,5,87,2019-08-09 07:56:55.005
q6141,b4673,e4673,b,5,87,2019-08-09 07:56:56.675
q6142,b4674,e4674,b,5,121,2019-08-09 07:56:58.478
q6143,b4675,e4675,c,5,83,2019-06-24 08:55:27.371
q6144,b4676,e4676,b,5,88,2019-07-26 07:18:16.180
q6145,b4677,e4677,b,5,76,2019-06-24 08:55:29.335
q6146,b4678,e4678,d,5,85,2019-06-24 08:55:31.234
q6147,b4679,e4679,b,5,89,2019-07-26 07:18:18.309
q6148,b4680,e4680,a,5,74,2019-07-26 07:18:21.138
q6149,b4681,e4681,a,5,78,2019-07-26 07:18:23.838
q6150,b4682,e4682,c,5,76,2019-06-24 08:55:33.203
q6151,b4683,e4683,d,5,85,2019-07-26 07:18:26.041
q6152,b4684,e4684,c,5,90,2019-07-26 07:18:28.679
q6153,b4685,e4685,c,5,74,2019-07-26 07:18:31.021
q6154,b4686,e4686,d,5,77,2019-07-26 07:18:33.551
q6155,b4687,e4687,d,5,84,2019-07-26 07:18:35.902
q6156,b4688,e4688,b,5,91,2019-07-26 07:18:38.641
q6157,b4689,e4689,d,5,83,2019-06-24 08:55:35.309
q6158,b4690,e4690,a,5,78,2019-07-26 07:18:41.709
q6159,b4691,e4691,c,5,85,2019-06-24 08:55:37.381
q6160,b4692,e4692,a,5,92,2019-07-26 07:18:44.002
q6161,b4693,e4693,c,5,85,2019-06-24 08:55:39.446
q6162,b4694,e4694,b,5,80,2019-07-26 07:18:46.464
q6163,b4695,e4695,b,5,93,2019-07-26 07:18:48.721
q6164,b4696,e4696,a,5,94,2019-07-26 07:18:50.908
q6165,b4697,e4697,a,5,74,2019-07-26 07:18:53.978
q6166,b4698,e4698,a,5,85,2019-07-26 07:18:56.111
q6167,b4699,e4699,b,5,71,2019-07-26 07:18:58.376
q6168,b4700,e4700,a,5,76,2019-06-24 08:55:41.623
q6169,b4701,e4701,d,5,84,2019-07-26 07:19:00.543
q6170,b4702,e4702,b,5,95,2019-07-26 07:19:03.301
q6171,b4703,e4703,d,5,96,2019-07-26 07:19:05.580
q6172,b4704,e4704,c,5,83,2019-06-24 08:55:43.584
q6173,b4705,e4705,a,5,77,2019-07-26 07:19:07.968
q6174,b4706,e4706,b,5,83,2019-06-24 08:55:45.619
q6175,b4707,e4707,d,5,97,2019-07-26 07:19:10.386
q6176,b4708,e4708,d,5,98,2019-07-26 07:19:12.482
q6177,b4709,e4709,d,5,99,2019-07-26 07:19:14.767
q6178,b4710,e4710,b,5,85,2019-06-24 08:55:47.570
q6179,b4711,e4711,a,5,85,2019-07-26 07:19:19.984
q6180,b4712,e4712,a,5,77,2019-06-24 08:55:49.635
q6181,b4713,e4713,c,5,80,2019-07-26 07:19:23.472
q6182,b4714,e4714,d,5,72,2019-05-17 11:32:29.040
q6183,b4715,e4715,b,5,140,2019-05-17 11:32:31.282
q6184,b4716,e4716,b,5,128,2019-05-17 11:32:33.877
q6185,b4717,e4717,c,5,145,2019-05-17 11:32:36.175
q6186,b4718,e4718,d,5,140,2019-05-17 11:32:38.506
q6187,b4719,e4719,a,5,140,2019-05-17 11:32:41.083
q6188,b4720,e4720,d,5,128,2019-05-17 11:32:43.311
q6189,b4721,e4721,a,5,97,2019-05-17 11:32:45.460
q6190,b4722,e4722,a,5,72,2019-05-17 11:32:48.123
q6191,b4723,e4723,a,5,121,2019-05-17 11:32:50.274
q6192,b4724,e4724,c,5,87,2019-05-17 11:32:52.847
q6193,b4725,e4725,a,5,95,2019-05-17 11:32:55.298
q6194,b4726,e4726,a,5,123,2019-05-17 11:32:57.758
q6195,b4727,e4727,c,5,121,1969-12-31 23:59:59.999
q6196,b4728,e4728,a,5,120,2019-05-17 11:32:59.978
q6197,b4729,e4729,c,5,87,2019-05-17 11:33:02.215
q6198,b4730,e4730,a,5,90,2019-05-17 11:33:04.487
q6199,b4731,e4731,a,5,121,2019-05-17 11:33:06.888
q6200,b4732,e4732,c,5,95,2019-05-17 11:33:09.039
q6201,b4733,e4733,c,5,119,2019-05-17 11:33:11.532
q6202,b4734,e4734,b,5,95,2019-05-17 11:33:17.088
q6203,b4735,e4735,b,5,82,2019-05-17 11:33:19.424
q6204,b4736,e4736,d,5,119,1969-12-31 23:59:59.999
q6205,b4737,e4737,d,5,82,2019-05-17 11:33:21.941
q6206,b4738,e4738,c,5,90,2019-05-17 11:33:24.463
q6207,b4739,e4739,b,5,119,2019-05-17 11:33:27.047
q6208,b4740,e4740,b,5,120,2019-05-17 11:33:29.391
q6209,b4741,e4741,b,5,119,2019-05-17 11:33:31.784
q6210,b4742,e4742,a,5,121,2019-05-17 11:33:34.265
q6211,b4743,e4743,a,5,88,2019-05-17 11:33:36.659
q6212,b4744,e4744,b,5,88,2019-05-17 11:33:39.079
q6213,b4745,e4745,b,5,88,2019-05-17 11:33:41.379
q6214,b4746,e4746,d,5,118,1969-12-31 23:59:59.999
q6215,b4747,e4747,b,5,88,2019-05-17 11:33:43.789
q6216,b4748,e4748,c,5,88,2019-05-17 11:33:46.005
q6217,b4749,e4749,b,5,88,2019-05-17 11:33:48.415
q6218,b4750,e4750,a,5,75,1969-12-31 23:59:59.999
q6219,b4751,e4751,d,5,88,2019-05-17 11:33:50.765
q6220,b4752,e4752,a,5,88,2019-05-17 11:33:53.340
q6221,b4753,e4753,c,5,99,2019-05-17 11:33:55.669
q6222,b4754,e4754,c,5,99,2019-05-17 11:33:57.855
q6223,b4755,e4755,d,5,99,1969-12-31 23:59:59.999
q6224,b4756,e4756,c,5,99,2019-05-17 11:34:00.463
q6225,b4757,e4757,c,5,99,2019-05-17 11:34:02.818
q6226,b4758,e4758,c,5,135,2018-02-20 04:08:02.793
q6227,b4759,e4759,c,5,74,2018-02-20 04:08:04.725
q6228,b4760,e4760,b,5,88,2018-02-20 04:08:06.589
q6229,b4761,e4761,a,5,71,2018-02-20 04:08:08.456
q6230,b4762,e4762,d,5,77,2019-10-17 03:18:41.177
q6231,b4763,e4763,b,5,104,2018-02-20 04:08:10.274
q6232,b4764,e4764,d,5,85,2019-10-17 03:18:43.018
q6233,b4765,e4765,d,5,83,2019-10-17 03:18:44.828
q6234,b4766,e4766,c,5,90,2018-02-20 04:08:12.219
q6235,b4767,e4767,a,5,119,2018-02-20 04:08:14.121
q6236,b4768,e4768,b,5,74,2018-02-20 04:08:16.196
q6237,b4769,e4769,d,5,79,2018-02-20 04:08:18.128
q6238,b4770,e4770,a,5,71,2018-02-20 04:08:20.042
q6239,b4771,e4771,c,5,78,2018-02-20 04:08:21.879
q6240,b4772,e4772,b,5,85,2019-10-17 03:18:46.777
q6241,b4773,e4773,d,5,119,2018-02-20 04:08:23.864
q6242,b4774,e4774,a,5,94,2018-02-20 04:08:25.806
q6243,b4775,e4775,d,5,100,2018-02-20 04:08:27.759
q6244,b4776,e4776,b,5,106,2018-02-20 04:08:29.645
q6245,b4777,e4777,c,5,85,2019-10-17 03:18:48.580
q6246,b4778,e4778,a,5,71,2018-02-20 04:08:31.535
q6247,b4779,e4779,c,5,84,2018-02-20 04:08:33.658
q6248,b4780,e4780,c,5,74,2018-02-20 04:08:35.525
q6249,b4781,e4781,a,5,76,2019-10-17 03:18:50.463
q6250,b4782,e4782,b,5,73,2018-02-20 04:08:37.319
q6251,b4783,e4783,d,5,119,2018-02-20 04:08:39.252
q6252,b4784,e4784,c,5,83,2019-10-17 03:18:52.265
q6253,b4785,e4785,c,5,72,2018-02-20 04:08:41.093
q6254,b4786,e4786,c,5,129,2018-02-20 04:08:43.096
q6255,b4787,e4787,c,5,97,2018-02-20 04:08:44.985
q6256,b4788,e4788,b,5,78,2018-02-20 04:08:46.897
q6257,b4789,e4789,d,5,86,2018-02-20 04:08:48.926
q6258,b4790,e4790,b,5,83,2019-10-17 03:18:54.130
q6259,b4791,e4791,c,5,83,2019-10-17 03:18:55.996
q6260,b4792,e4792,c,5,74,2018-02-20 04:08:50.775
q6261,b4793,e4793,a,5,108,2018-02-20 04:08:52.618
q6262,b4794,e4794,d,5,88,2018-02-20 04:08:54.485
q6263,b4795,e4795,c,5,71,2018-02-20 04:08:56.418
q6264,b4796,e4796,d,5,85,2019-10-17 03:18:57.802
q6265,b4797,e4797,b,5,83,2019-10-17 03:18:59.645
q6266,b4798,e4798,d,5,74,2019-09-16 11:48:02.055
q6267,b4799,e4799,a,5,74,2019-09-16 11:48:05.606
q6268,b4800,e4800,d,5,74,2019-09-16 11:48:09.170
q6269,b4801,e4801,a,5,74,2019-09-16 11:48:12.476
q6270,b4802,e4802,a,5,74,2019-09-16 11:48:15.687
q6271,b4803,e4803,b,5,74,2019-09-16 11:48:19.030
q6272,b4804,e4804,d,5,74,2019-09-16 11:48:22.188
q6273,b4805,e4805,b,5,74,2019-09-16 11:48:25.665
q6274,b4806,e4806,b,5,74,1969-12-31 23:59:59.999
q6275,b4807,e4807,d,5,74,2019-09-16 11:48:29.022
q6276,b4808,e4808,b,5,74,2019-09-16 11:48:32.347
q6277,b4809,e4809,b,5,74,2019-09-16 11:48:35.825
q6278,b4810,e4810,c,5,74,2019-09-16 11:48:39.162
q6279,b4811,e4811,a,5,74,2019-09-16 11:48:42.475
q6280,b4812,e4812,d,5,74,1969-12-31 23:59:59.999
q6281,b4813,e4813,c,5,74,2019-09-16 11:48:47.551
q6282,b4814,e4814,b,5,74,2019-09-16 11:48:50.808
q6283,b4815,e4815,d,5,74,2019-09-16 11:48:53.959
q6284,b4816,e4816,d,5,74,2019-09-16 11:48:57.097
q6285,b4817,e4817,c,5,74,2019-09-16 11:49:00.109
q6286,b4818,e4818,a,5,74,2019-09-16 11:49:03.115
q6287,b4819,e4819,a,5,74,2019-09-16 11:49:06.357
q6288,b4820,e4820,a,5,74,2019-09-16 11:49:09.430
q6289,b4821,e4821,d,5,74,2019-09-16 11:49:12.460
q6290,b4822,e4822,a,5,74,2019-09-16 11:49:15.451
q6291,b4823,e4823,a,5,74,2019-09-16 11:49:18.549
q6292,b4824,e4824,d,5,74,2019-09-16 11:49:21.511
q6293,b4825,e4825,b,5,74,1969-12-31 23:59:59.999
q6294,b4826,e4826,b,5,105,2019-09-16 11:49:24.743
q6295,b4827,e4827,b,5,74,1969-12-31 23:59:59.999
q6296,b4828,e4828,a,5,74,2019-09-16 11:49:28.050
q6297,b4829,e4829,c,5,74,2019-09-16 11:49:31.260
q6298,b4830,e4830,a,5,74,2019-09-16 11:49:34.455
q6299,b4831,e4831,c,5,74,2019-09-16 11:49:37.556
q6300,b4832,e4832,a,5,74,2019-09-16 11:49:40.640
q6301,b4833,e4833,c,5,74,2019-09-16 11:49:43.878
q6302,b4834,e4834,a,5,74,2019-09-16 11:49:47.010
q6303,b4835,e4835,d,5,74,2019-09-16 11:49:50.110
q6304,b4836,e4836,c,5,74,2019-09-16 11:49:53.400
q6305,b4837,e4837,d,5,74,1969-12-31 23:59:59.999
q6306,b4838,e4838,d,5,74,2019-09-16 11:49:56.597
q6307,b4839,e4839,b,5,74,1969-12-31 23:59:59.999
q6308,b4840,e4840,b,5,74,2019-09-16 11:49:59.704
q6309,b4841,e4841,a,5,74,1969-12-31 23:59:59.999
q6310,b4842,e4842,c,5,74,2019-09-16 11:50:06.135
q6311,b4843,e4843,d,5,74,1969-12-31 23:59:59.999
q6312,b4844,e4844,a,5,74,2019-09-16 11:50:09.244
q6313,b4845,e4845,c,5,74,2019-09-16 11:50:12.417
q6314,b4846,e4846,d,5,74,2019-09-16 11:50:15.654
q6315,b4847,e4847,a,5,74,2019-09-16 11:50:18.726
q6316,b4848,e4848,a,5,74,2019-09-16 11:50:22.141
q6317,b4849,e4849,a,5,74,2019-09-16 11:50:25.619
q6318,b4850,e4850,d,5,129,2019-05-17 11:41:53.381
q6319,b4851,e4851,d,5,129,2019-05-17 11:41:55.847
q6320,b4852,e4852,b,5,94,2019-05-17 11:41:58.181
q6321,b4853,e4853,d,5,129,2019-05-17 11:42:00.401
q6322,b4854,e4854,a,5,129,2019-05-17 11:42:02.675
q6323,b4855,e4855,c,5,129,2019-05-17 11:42:04.799
q6324,b4856,e4856,b,5,129,2019-05-17 11:42:07.191
q6325,b4857,e4857,a,5,129,2019-05-17 11:42:09.395
q6326,b4858,e4858,c,5,129,2019-05-17 11:42:12.122
q6327,b4859,e4859,b,5,94,2019-05-17 11:42:14.496
q6328,b4860,e4860,d,5,94,2019-05-17 11:42:16.970
q6329,b4861,e4861,a,5,94,2019-05-17 11:42:19.240
q6330,b4862,e4862,b,5,94,2019-05-17 11:42:21.777
q6331,b4863,e4863,d,5,94,2019-05-17 11:42:24.159
q6332,b4864,e4864,c,5,94,2019-05-17 11:42:26.866
q6333,b4865,e4865,a,5,117,2019-05-17 11:42:32.899
q6334,b4866,e4866,b,5,75,2019-05-17 11:42:35.568
q6335,b4867,e4867,d,5,79,2019-05-17 11:42:37.845
q6336,b4868,e4868,c,5,117,2019-05-17 11:42:40.285
q6337,b4869,e4869,d,5,79,2019-05-17 11:42:42.693
q6338,b4870,e4870,b,5,88,2019-05-17 11:42:45.216
q6339,b4871,e4871,a,5,85,2019-05-17 11:42:47.858
q6340,b4872,e4872,b,5,117,2019-05-17 11:42:50.304
q6341,b4873,e4873,b,5,74,2019-05-17 11:42:52.491
q6342,b4874,e4874,c,5,74,2019-05-17 11:42:54.823
q6343,b4875,e4875,d,5,74,2019-05-17 11:42:57.179
q6344,b4876,e4876,d,5,74,2019-05-17 11:42:59.788
q6345,b4877,e4877,a,5,75,2019-05-17 11:43:02.320
q6346,b4878,e4878,a,5,84,2019-05-17 11:43:04.907
q6347,b4879,e4879,a,5,80,2019-05-17 11:43:07.118
q6348,b4880,e4880,a,5,80,2019-05-17 11:43:09.390
q6349,b4881,e4881,d,5,84,2019-05-17 11:43:11.739
q6350,b4882,e4882,a,5,80,2019-05-17 11:43:17.546
q6351,b4883,e4883,c,5,130,2019-05-17 11:43:20.144
q6352,b4884,e4884,a,5,130,2019-05-17 11:43:22.530
q6353,b4885,e4885,a,5,130,2019-05-17 11:43:24.828
q6354,b4886,e4886,b,5,84,2019-05-17 11:43:27.032
q6355,b4887,e4887,b,5,130,2019-05-17 11:43:29.249
q6356,b4888,e4888,a,5,80,2019-05-17 11:43:31.609
q6357,b4889,e4889,a,5,98,2019-05-17 11:43:34.011
q6358,b4890,e4890,a,5,130,2019-05-17 11:43:36.353
q6359,b4891,e4891,d,5,84,2019-05-17 11:43:38.784
q6360,b4892,e4892,c,5,80,2019-05-17 11:43:41.067
q6361,b4893,e4893,a,5,80,1969-12-31 23:59:59.999
q6362,b4894,e4894,b,5,80,2019-05-17 11:43:43.526
q6363,b4895,e4895,d,5,130,2019-05-17 11:43:45.874
q6364,b4896,e4896,a,5,93,2019-05-17 11:43:48.381
q6365,b4897,e4897,c,5,80,2019-05-17 11:43:50.922
q6366,b4898,e4898,d,5,85,2019-07-12 00:15:41.846
q6367,b4899,e4899,d,5,85,2019-07-12 00:15:44.760
q6368,b4900,e4900,b,5,85,2019-07-12 00:15:47.412
